1041600;1635719683.0;3375.0;1141.41;1;-1.0;-1.0;1;3600.0;-1.0;1;885;898;-1;-1;-1;-1;-1;0.822
1041601;1635719919.0;947.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;6308;728;-1;-1;-1;-1;-1;0.851
1041602;1635721179.0;2444.0;16123.74;8;-1.0;-1.0;8;21600.0;-1.0;1;8725;921;-1;-1;-1;-1;-1;0.524
1041603;1635723692.0;1284.0;58.37;128;-1.0;-1.0;128;10800.0;-1.0;1;8648;479;-1;-1;-1;-1;-1;0.866
1041604;1635724030.0;515.0;145.77;512;-1.0;-1.0;512;180.0;-1.0;1;8434;322;-1;-1;-1;-1;-1;0.907
1041605;1635725043.0;661.0;3530.6;2;-1.0;-1.0;2;3600.0;-1.0;1;8830;951;-1;-1;-1;-1;-1;0.943
1041606;1635725885.0;2242.0;45.79;1;-1.0;-1.0;1;3600.0;-1.0;1;421;194;-1;-1;-1;-1;-1;0.911
1041607;1635727002.0;1982.0;1948.0;804;-1.0;-1.0;804;3600.0;-1.0;1;9811;103;-1;-1;-1;-1;-1;0.977
1041608;1635728278.0;1742.0;887.74;256;-1.0;-1.0;256;10800.0;-1.0;1;2331;660;-1;-1;-1;-1;-1;0.507
1041609;1635728853.0;794.0;3552.51;256;-1.0;-1.0;256;4800.0;-1.0;1;7547;816;-1;-1;-1;-1;-1;0.834
1041610;1635730032.0;1085.0;75.82;128;-1.0;-1.0;128;3600.0;-1.0;1;7929;633;-1;-1;-1;-1;-1;0.806
1041611;1635733112.0;826.0;39.66;1;-1.0;-1.0;1;2400.0;-1.0;1;610;345;-1;-1;-1;-1;-1;0.755
1041612;1635733217.0;1722.0;136.0;8;-1.0;-1.0;8;3600.0;-1.0;1;3131;985;-1;-1;-1;-1;-1;0.62
1041613;1635733956.0;1958.0;600.0;1;-1.0;-1.0;1;600.0;-1.0;1;8870;761;-1;-1;-1;-1;-1;0.614
1041614;1635734142.0;1471.0;1800.0;1;-1.0;-1.0;1;1800.0;-1.0;1;8185;341;-1;-1;-1;-1;-1;0.526
1041615;1635734552.0;3099.0;3864.97;192;-1.0;-1.0;192;10800.0;-1.0;1;1243;737;-1;-1;-1;-1;-1;0.972
1041616;1635735642.0;1246.0;96.66;128;-1.0;-1.0;128;7200.0;-1.0;1;8308;712;-1;-1;-1;-1;-1;0.633
1041617;1635736007.0;2766.0;41.79;1;-1.0;-1.0;1;3600.0;-1.0;1;5585;218;-1;-1;-1;-1;-1;0.958
1041618;1635737224.0;1902.0;115.14;496;-1.0;-1.0;496;21600.0;-1.0;1;4124;984;-1;-1;-1;-1;-1;0.982
1041619;1635737484.0;2191.0;60.83;750;-1.0;-1.0;750;12600.0;-1.0;1;2958;858;-1;-1;-1;-1;-1;0.921
1041620;1635738612.0;192.0;1848.38;1;-1.0;-1.0;1;3600.0;-1.0;1;9462;463;-1;-1;-1;-1;-1;0.617
1041621;1635740036.0;1300.0;37.89;128;-1.0;-1.0;128;600.0;-1.0;1;882;236;-1;-1;-1;-1;-1;0.935
1041622;1635740658.0;851.0;10800.0;2;-1.0;-1.0;2;10800.0;-1.0;1;9313;762;-1;-1;-1;-1;-1;0.907
1041623;1635741766.0;3545.0;289.33;8;-1.0;-1.0;8;21600.0;-1.0;1;7579;750;-1;-1;-1;-1;-1;0.999
1041624;1635742196.0;2721.0;160.3;1;-1.0;-1.0;1;3600.0;-1.0;1;8088;208;-1;-1;-1;-1;-1;0.734
1041625;1635742219.0;2272.0;3600.0;1;-1.0;-1.0;1;3600.0;-1.0;1;3802;966;-1;-1;-1;-1;-1;0.825
1041626;1635742457.0;236.0;80.37;6;-1.0;-1.0;6;1800.0;-1.0;1;8419;4;-1;-1;-1;-1;-1;0.885
1041627;1635744269.0;453.0;1400.35;128;-1.0;-1.0;128;2400.0;-1.0;1;501;259;-1;-1;-1;-1;-1;0.648
1041628;1635745679.0;149.0;2700.0;128;-1.0;-1.0;128;2700.0;-1.0;1;1482;263;-1;-1;-1;-1;-1;0.79
1041629;1635745875.0;808.0;764.47;128;-1.0;-1.0;128;3600.0;-1.0;1;3174;169;-1;-1;-1;-1;-1;0.809
1041630;1635746419.0;115.0;2307.78;256;-1.0;-1.0;256;3600.0;-1.0;1;6846;747;-1;-1;-1;-1;-1;0.981
1041631;1635747002.0;93.0;3600.0;1024;-1.0;-1.0;1024;3600.0;-1.0;1;5119;651;-1;-1;-1;-1;-1;0.938
1041632;1635748081.0;1951.0;859.11;1;-1.0;-1.0;1;3600.0;-1.0;1;4929;127;-1;-1;-1;-1;-1;0.083
1041633;1635749385.0;3218.0;1452.0;128;-1.0;-1.0;128;10800.0;-1.0;1;131;843;-1;-1;-1;-1;-1;0.875
1041634;1635753130.0;1845.0;3664.19;540;-1.0;-1.0;540;10800.0;-1.0;1;4326;785;-1;-1;-1;-1;-1;0.879
1041635;1635755882.0;244.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;1;2185;966;-1;-1;-1;-1;-1;0.957
1041636;1635757598.0;2744.0;2080.78;520;-1.0;-1.0;520;10800.0;-1.0;1;3363;834;-1;-1;-1;-1;-1;0.763
1041637;1635758185.0;2626.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;2312;955;-1;-1;-1;-1;-1;0.923
1041638;1635758697.0;3012.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;230;35;-1;-1;-1;-1;-1;0.774
1041639;1635758848.0;3300.0;35.59;1;-1.0;-1.0;1;10800.0;-1.0;1;9038;397;-1;-1;-1;-1;-1;0.949
1041640;1635759346.0;3456.0;2031.02;128;-1.0;-1.0;128;2100.0;-1.0;1;5969;560;-1;-1;-1;-1;-1;0.846
1041641;1635762711.0;2541.0;1800.0;1024;-1.0;-1.0;1024;1800.0;-1.0;1;6147;179;-1;-1;-1;-1;-1;0.949
1041642;1635763074.0;2000.0;91.39;8;-1.0;-1.0;8;10800.0;-1.0;1;3113;962;-1;-1;-1;-1;-1;0.592
1041643;1635763408.0;1925.0;216.36;1;-1.0;-1.0;1;7200.0;-1.0;1;3657;266;-1;-1;-1;-1;-1;0.624
1041644;1635768124.0;3157.0;563.76;128;-1.0;-1.0;128;1800.0;-1.0;1;9205;498;-1;-1;-1;-1;-1;0.646
1041645;1635770675.0;2301.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;8584;69;-1;-1;-1;-1;-1;0.901
1041646;1635770858.0;2991.0;2102.99;256;-1.0;-1.0;256;3600.0;-1.0;1;3753;306;-1;-1;-1;-1;-1;0.692
1041647;1635771078.0;1513.0;1500.0;1024;-1.0;-1.0;1024;1500.0;-1.0;1;2740;919;-1;-1;-1;-1;-1;0.746
1041648;1635773821.0;594.0;10800.0;640;-1.0;-1.0;640;10800.0;-1.0;1;1528;66;-1;-1;-1;-1;-1;0.348
1041649;1635774005.0;1820.0;1829.1;128;-1.0;-1.0;128;21540.0;-1.0;1;4665;449;-1;-1;-1;-1;-1;0.684
1041650;1635774703.0;2602.0;143.42;1;-1.0;-1.0;1;21600.0;-1.0;1;4632;407;-1;-1;-1;-1;-1;0.722
1041651;1635775194.0;3070.0;9989.62;128;-1.0;-1.0;128;10800.0;-1.0;1;7680;323;-1;-1;-1;-1;-1;0.611
1041652;1635776541.0;1232.0;3600.0;512;-1.0;-1.0;512;3600.0;-1.0;1;7969;225;-1;-1;-1;-1;-1;0.651
1041653;1635777412.0;1147.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;2769;719;-1;-1;-1;-1;-1;0.947
1041654;1635777947.0;722.0;1987.81;512;-1.0;-1.0;512;3600.0;-1.0;1;5189;87;-1;-1;-1;-1;-1;0.232
1041655;1635778171.0;1264.0;243.77;128;-1.0;-1.0;128;21600.0;-1.0;1;4102;112;-1;-1;-1;-1;-1;0.812
1041656;1635778218.0;663.0;1498.0;192;-1.0;-1.0;192;3600.0;-1.0;1;5462;904;-1;-1;-1;-1;-1;0.882
1041657;1635779885.0;2754.0;101.0;1;-1.0;-1.0;1;10800.0;-1.0;1;6878;72;-1;-1;-1;-1;-1;0.557
1041658;1635781425.0;469.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;7478;952;-1;-1;-1;-1;-1;0.871
1041659;1635782189.0;2214.0;169.57;8;-1.0;-1.0;8;2400.0;-1.0;1;3112;886;-1;-1;-1;-1;-1;0.787
1041660;1635783139.0;2879.0;3655.03;128;-1.0;-1.0;128;9000.0;-1.0;1;1413;182;-1;-1;-1;-1;-1;0.725
1041661;1635785843.0;656.0;3600.0;1;-1.0;-1.0;1;3600.0;-1.0;1;4585;232;-1;-1;-1;-1;-1;0.63
1041662;1635785947.0;2321.0;1865.36;128;-1.0;-1.0;128;3600.0;-1.0;1;2452;119;-1;-1;-1;-1;-1;0.738
1041663;1635787560.0;2948.0;3626.85;128;-1.0;-1.0;128;10800.0;-1.0;1;9523;470;-1;-1;-1;-1;-1;0.952
1041664;1635789450.0;83.0;3600.0;256;-1.0;-1.0;256;3600.0;-1.0;1;9379;979;-1;-1;-1;-1;-1;0.636
1041665;1635790152.0;14.0;2700.0;1;-1.0;-1.0;1;2700.0;-1.0;1;2521;259;-1;-1;-1;-1;-1;0.865
1041666;1635790373.0;1572.0;2049.49;1;-1.0;-1.0;1;3600.0;-1.0;1;7762;830;-1;-1;-1;-1;-1;0.696
1041667;1635792419.0;3060.0;40.0;128;-1.0;-1.0;128;3600.0;-1.0;1;6530;117;-1;-1;-1;-1;-1;0.959
1041668;1635793051.0;2881.0;7200.0;1024;-1.0;-1.0;1024;7200.0;-1.0;1;7577;281;-1;-1;-1;-1;-1;0.95
1041669;1635793111.0;2258.0;3000.0;4;-1.0;-1.0;4;3000.0;-1.0;1;795;234;-1;-1;-1;-1;-1;0.642
1041670;1635794639.0;284.0;2055.0;128;-1.0;-1.0;128;10200.0;-1.0;1;5366;652;-1;-1;-1;-1;-1;0.989
1041671;1635794858.0;861.0;408.49;2;-1.0;-1.0;2;7200.0;-1.0;1;3348;725;-1;-1;-1;-1;-1;0.937
1041672;1635795476.0;2724.0;61.76;5;-1.0;-1.0;5;10800.0;-1.0;1;614;41;-1;-1;-1;-1;-1;0.572
1041673;1635796354.0;792.0;1874.15;128;-1.0;-1.0;128;10800.0;-1.0;1;5443;932;-1;-1;-1;-1;-1;0.795
1041674;1635796599.0;166.0;82.76;1;-1.0;-1.0;1;3600.0;-1.0;1;6285;534;-1;-1;-1;-1;-1;0.894
1041675;1635796729.0;2432.0;10838.1;2;-1.0;-1.0;2;21600.0;-1.0;1;4439;127;-1;-1;-1;-1;-1;0.859
1041676;1635797071.0;2645.0;9980.82;1;-1.0;-1.0;1;10800.0;-1.0;1;7356;160;-1;-1;-1;-1;-1;0.696
1041677;1635797527.0;2364.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;8018;216;-1;-1;-1;-1;-1;0.743
1041678;1635798916.0;3324.0;7787.0;128;-1.0;-1.0;128;14400.0;-1.0;1;4441;58;-1;-1;-1;-1;-1;0.395
1041679;1635799288.0;777.0;10800.0;2;-1.0;-1.0;2;10800.0;-1.0;1;6407;579;-1;-1;-1;-1;-1;0.998
1041680;1635799344.0;3296.0;3127.14;128;-1.0;-1.0;128;3600.0;-1.0;1;8035;830;-1;-1;-1;-1;-1;0.83
1041681;1635800023.0;3100.0;10842.69;128;-1.0;-1.0;128;14400.0;-1.0;1;5403;270;-1;-1;-1;-1;-1;0.788
1041682;1635800033.0;2390.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;1916;233;-1;-1;-1;-1;-1;0.74
1041683;1635800718.0;3045.0;60.99;1;-1.0;-1.0;1;28800.0;-1.0;1;2983;394;-1;-1;-1;-1;-1;0.769
1041684;1635801235.0;2732.0;3699.81;8;-1.0;-1.0;8;5400.0;-1.0;1;3178;736;-1;-1;-1;-1;-1;0.97
1041685;1635802645.0;1175.0;50.04;1;-1.0;-1.0;1;7200.0;-1.0;1;92;935;-1;-1;-1;-1;-1;0.958
1041686;1635803215.0;2331.0;1966.62;128;-1.0;-1.0;128;3600.0;-1.0;1;1685;824;-1;-1;-1;-1;-1;0.715
1041687;1635804709.0;1456.0;63.26;128;-1.0;-1.0;128;1800.0;-1.0;1;5242;951;-1;-1;-1;-1;-1;0.773
1041688;1635807337.0;3247.0;600.0;8;-1.0;-1.0;8;600.0;-1.0;1;899;933;-1;-1;-1;-1;-1;0.922
1041689;1635808691.0;2870.0;10800.0;5;-1.0;-1.0;5;10800.0;-1.0;1;9036;970;-1;-1;-1;-1;-1;0.709
1041690;1635808904.0;1811.0;917.17;128;-1.0;-1.0;128;32340.0;-1.0;1;9482;135;-1;-1;-1;-1;-1;0.959
1041691;1635808960.0;1848.0;57.78;5;-1.0;-1.0;5;3000.0;-1.0;1;2155;629;-1;-1;-1;-1;-1;0.885
1041692;1635810285.0;1469.0;3107.06;1;-1.0;-1.0;1;3600.0;-1.0;1;8264;207;-1;-1;-1;-1;-1;0.87
1041693;1635811083.0;1494.0;3600.0;8;-1.0;-1.0;8;3600.0;-1.0;1;735;605;-1;-1;-1;-1;-1;0.913
1041694;1635814342.0;2168.0;318.94;128;-1.0;-1.0;128;600.0;-1.0;1;2485;149;-1;-1;-1;-1;-1;0.824
1041695;1635815523.0;2502.0;3713.0;1;-1.0;-1.0;1;10800.0;-1.0;1;1238;784;-1;-1;-1;-1;-1;0.717
1041696;1635822057.0;331.0;1806.35;256;-1.0;-1.0;256;3600.0;-1.0;1;3679;212;-1;-1;-1;-1;-1;0.71
1041697;1635822225.0;213.0;20.29;128;-1.0;-1.0;128;2700.0;-1.0;1;7613;32;-1;-1;-1;-1;-1;0.95
1041698;1635823619.0;1235.0;1859.59;320;-1.0;-1.0;320;2700.0;-1.0;1;4146;684;-1;-1;-1;-1;-1;0.895
1041699;1635825543.0;2415.0;147.0;8;-1.0;-1.0;8;2700.0;-1.0;1;5275;807;-1;-1;-1;-1;-1;0.823
1041700;1635827690.0;3199.0;3621.68;1;-1.0;-1.0;1;5400.0;-1.0;1;681;222;-1;-1;-1;-1;-1;0.953
1041701;1635827720.0;1365.0;58.99;504;-1.0;-1.0;504;8400.0;-1.0;1;8426;420;-1;-1;-1;-1;-1;0.857
1041702;1635827772.0;3148.0;147.58;2;-1.0;-1.0;2;3600.0;-1.0;1;264;509;-1;-1;-1;-1;-1;0.815
1041703;1635828722.0;1700.0;1427.47;458;-1.0;-1.0;458;3600.0;-1.0;1;2693;635;-1;-1;-1;-1;-1;0.702
1041704;1635829435.0;2984.0;18.96;4;-1.0;-1.0;4;900.0;-1.0;1;4895;199;-1;-1;-1;-1;-1;0.983
1041705;1635830747.0;1586.0;38.79;128;-1.0;-1.0;128;21600.0;-1.0;1;572;421;-1;-1;-1;-1;-1;0.998
1041706;1635831324.0;908.0;39.16;128;-1.0;-1.0;128;2400.0;-1.0;1;2286;516;-1;-1;-1;-1;-1;0.944
1041707;1635831672.0;3251.0;1527.67;1;-1.0;-1.0;1;7200.0;-1.0;1;7496;193;-1;-1;-1;-1;-1;0.93
1041708;1635831865.0;983.0;774.89;128;-1.0;-1.0;128;3600.0;-1.0;1;4496;344;-1;-1;-1;-1;-1;0.735
1041709;1635832015.0;714.0;2636.57;128;-1.0;-1.0;128;3600.0;-1.0;1;2024;142;-1;-1;-1;-1;-1;0.806
1041710;1635832949.0;2214.0;21600.0;1;-1.0;-1.0;1;21600.0;-1.0;1;9396;379;-1;-1;-1;-1;-1;0.773
1041711;1635834319.0;3506.0;388.58;256;-1.0;-1.0;256;3600.0;-1.0;1;1915;630;-1;-1;-1;-1;-1;0.861
1041712;1635835594.0;1669.0;1300.0;1;-1.0;-1.0;1;3600.0;-1.0;1;7236;691;-1;-1;-1;-1;-1;0.374
1041713;1635836989.0;2510.0;3600.0;804;-1.0;-1.0;804;3600.0;-1.0;1;2391;550;-1;-1;-1;-1;-1;0.634
1041714;1635837501.0;814.0;1260.3;416;-1.0;-1.0;416;3600.0;-1.0;1;5504;342;-1;-1;-1;-1;-1;0.819
1041715;1635838376.0;2308.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;8893;393;-1;-1;-1;-1;-1;0.467
1041716;1635838796.0;321.0;64.01;128;-1.0;-1.0;128;3600.0;-1.0;1;8180;640;-1;-1;-1;-1;-1;0.851
1041717;1635839461.0;1940.0;10304.4;1;-1.0;-1.0;1;25200.0;-1.0;1;3966;123;-1;-1;-1;-1;-1;0.58
1041718;1635839522.0;1357.0;9000.0;2048;-1.0;-1.0;2048;9000.0;-1.0;1;6217;926;-1;-1;-1;-1;-1;0.687
1041719;1635840098.0;2885.0;9189.78;128;-1.0;-1.0;128;32400.0;-1.0;1;649;661;-1;-1;-1;-1;-1;0.583
1041720;1635840507.0;535.0;37.87;1;-1.0;-1.0;1;3600.0;-1.0;1;2531;485;-1;-1;-1;-1;-1;0.965
1041721;1635841752.0;218.0;167.52;1;-1.0;-1.0;1;6600.0;-1.0;1;8407;436;-1;-1;-1;-1;-1;0.66
1041722;1635842125.0;2269.0;54.62;1;-1.0;-1.0;1;3600.0;-1.0;1;3215;993;-1;-1;-1;-1;-1;0.722
1041723;1635842745.0;1755.0;2400.0;128;-1.0;-1.0;128;2400.0;-1.0;1;4849;548;-1;-1;-1;-1;-1;0.932
1041724;1635846063.0;963.0;1499.4;128;-1.0;-1.0;128;21600.0;-1.0;1;7228;835;-1;-1;-1;-1;-1;0.769
1041725;1635846441.0;3556.0;2700.0;512;-1.0;-1.0;512;2700.0;-1.0;1;6869;797;-1;-1;-1;-1;-1;0.664
1041726;1635846745.0;3005.0;562.85;512;-1.0;-1.0;512;2400.0;-1.0;1;5925;737;-1;-1;-1;-1;-1;0.939
1041727;1635847435.0;1430.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;6423;937;-1;-1;-1;-1;-1;0.75
1041728;1635847503.0;1525.0;123.14;1;-1.0;-1.0;1;2700.0;-1.0;1;1567;137;-1;-1;-1;-1;-1;0.91
1041729;1635850734.0;2448.0;1920.82;4;-1.0;-1.0;4;2400.0;-1.0;1;8682;861;-1;-1;-1;-1;-1;0.768
1041730;1635851528.0;285.0;60.4;512;-1.0;-1.0;512;3600.0;-1.0;1;907;957;-1;-1;-1;-1;-1;0.853
1041731;1635854296.0;1972.0;3600.0;1024;-1.0;-1.0;1024;3600.0;-1.0;1;6689;621;-1;-1;-1;-1;-1;0.505
1041732;1635855505.0;749.0;801.19;128;-1.0;-1.0;128;10800.0;-1.0;1;5712;953;-1;-1;-1;-1;-1;0.93
1041733;1635856596.0;3236.0;244.65;2;-1.0;-1.0;2;3600.0;-1.0;1;5210;804;-1;-1;-1;-1;-1;0.95
1041734;1635856820.0;2474.0;352.65;128;-1.0;-1.0;128;10800.0;-1.0;1;2588;905;-1;-1;-1;-1;-1;0.786
1041735;1635859299.0;2921.0;3640.25;1;-1.0;-1.0;1;21600.0;-1.0;1;2048;108;-1;-1;-1;-1;-1;0.78
1041736;1635860651.0;1682.0;2400.0;8;-1.0;-1.0;8;2400.0;-1.0;1;584;714;-1;-1;-1;-1;-1;0.331
1041737;1635861538.0;37.0;60.56;5;-1.0;-1.0;5;21600.0;-1.0;1;9777;778;-1;-1;-1;-1;-1;0.755
1041738;1635862391.0;681.0;3639.26;256;-1.0;-1.0;256;10740.0;-1.0;1;5425;218;-1;-1;-1;-1;-1;0.328
1041739;1635863375.0;2126.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;1296;408;-1;-1;-1;-1;-1;0.915
1041740;1635863486.0;2307.0;143.25;700;-1.0;-1.0;700;3600.0;-1.0;1;1801;343;-1;-1;-1;-1;-1;0.993
1041741;1635863653.0;729.0;14456.4;8;-1.0;-1.0;8;32400.0;-1.0;1;6265;829;-1;-1;-1;-1;-1;0.898
1041742;1635864128.0;979.0;120.0;128;-1.0;-1.0;128;10620.0;-1.0;1;6401;484;-1;-1;-1;-1;-1;0.757
1041743;1635865245.0;2487.0;1919.51;128;-1.0;-1.0;128;3600.0;-1.0;1;9070;702;-1;-1;-1;-1;-1;0.544
1041744;1635865562.0;1152.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;1;5529;629;-1;-1;-1;-1;-1;0.247
1041745;1635865597.0;3592.0;1800.0;128;-1.0;-1.0;128;1800.0;-1.0;1;7269;773;-1;-1;-1;-1;-1;0.717
1041746;1635866139.0;70.0;3600.0;1024;-1.0;-1.0;1024;3600.0;-1.0;1;1714;217;-1;-1;-1;-1;-1;0.961
1041747;1635866755.0;2029.0;243.55;1;-1.0;-1.0;1;10800.0;-1.0;1;4394;75;-1;-1;-1;-1;-1;0.936
1041748;1635866877.0;131.0;931.8;256;-1.0;-1.0;256;5400.0;-1.0;1;1859;969;-1;-1;-1;-1;-1;0.91
1041749;1635867506.0;983.0;3296.96;1;-1.0;-1.0;1;86400.0;-1.0;1;2137;623;-1;-1;-1;-1;-1;0.81
1041750;1635867516.0;87.0;3447.82;128;-1.0;-1.0;128;3600.0;-1.0;1;2416;648;-1;-1;-1;-1;-1;0.667
1041751;1635868528.0;2512.0;645.0;128;-1.0;-1.0;128;86340.0;-1.0;1;8789;702;-1;-1;-1;-1;-1;0.84
1041752;1635869994.0;1540.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;1;8515;69;-1;-1;-1;-1;-1;0.948
1041753;1635870150.0;2436.0;212.42;128;-1.0;-1.0;128;3600.0;-1.0;1;141;277;-1;-1;-1;-1;-1;0.779
1041754;1635870838.0;868.0;675.53;240;-1.0;-1.0;240;1800.0;-1.0;1;2762;872;-1;-1;-1;-1;-1;0.811
1041755;1635871287.0;1584.0;54.18;8;-1.0;-1.0;8;2700.0;-1.0;1;3481;565;-1;-1;-1;-1;-1;0.841
1041756;1635871561.0;3018.0;21514.72;128;-1.0;-1.0;128;21600.0;-1.0;1;5317;642;-1;-1;-1;-1;-1;0.823
1041757;1635873265.0;2525.0;257.72;5;-1.0;-1.0;5;10800.0;-1.0;1;2965;260;-1;-1;-1;-1;-1;0.567
1041758;1635873945.0;216.0;1204.68;2;-1.0;-1.0;2;32400.0;-1.0;1;7389;635;-1;-1;-1;-1;-1;0.807
1041759;1635874249.0;1586.0;8821.76;128;-1.0;-1.0;128;21600.0;-1.0;1;6560;328;-1;-1;-1;-1;-1;0.655
1041760;1635875300.0;2876.0;1652.17;7;-1.0;-1.0;7;2400.0;-1.0;1;5861;297;-1;-1;-1;-1;-1;0.914
